Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28 - 43 (Millennials),Stay,Travel_Frequently,1100 - 1199 ($),Sales,25-29 km ,Bachelor,Medical,Medium,Female,80 - 89 ($),High,Junior Level,Sales Executive,High,Married,4000 - 4999 ($),4000 - 5999 ($),0-1,No,12%,Excellent,Low,1%,6-10 years,3,Good,6-10 years,6-10 years,0-1 years,0-1 years
28 - 43 (Millennials),Stay,Travel_Rarely,100 - 199 ($),Human Resources,0-4 km,Bachelor,Human Resources,Medium,Male,90 - 100 ($),High,Entry Level,Human Resources,High,Married,3000 - 3999 ($),8000 - 9999 ($),0-1,No,13%,Excellent,Very High,1%,20+ years,2,Better,2-5 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Frequently,700 - 799 ($),Research & Development,5-9 km,College,Medical,Low,Female,70 - 79 ($),High,Entry Level,Laboratory Technician,Very High,Single,3000 - 3999 ($),16000 - 17999 ($),0-1,No,13%,Excellent,High,0%,10-20 years,3,Better,10++,6-10 years,2-5 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,500 - 599 ($),Sales,0-4 km,Master,Marketing,Very High,Female,50 - 59 ($),Medium,Mid Level,Sales Executive,Very High,Single,10000 - 10999 ($),20000 - 21999 ($),2-3,No,14%,Excellent,Very High,0%,20+ years,3,Best,10++,6-10 years,10++,10++
28 - 43 (Millennials),Stay,Travel_Rarely,400 - 499 ($),Research & Development,0-4 km,Below College,Life Sciences,Very High,Female,60 - 69 ($),Medium,Senior Level,Manufacturing Director,Very High,Married,12000 - 12999 ($),6000 - 7999 ($),0-1,No,16%,Excellent,High,1%,20+ years,3,Better,10++,6-10 years,10++,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,1400 - 1499 ($),Research & Development,0-4 km,Master,Medical,High,Female,90 - 100 ($),High,Entry Level,Laboratory Technician,High,Divorced,2000 - 2999 ($),14000 - 15999 ($),4-5,No,14%,Excellent,High,3%,6-10 years,1,Better,2-5 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Non-Travel,1200 - 1299 ($),Sales,5-9 km,College,Marketing,High,Female,70 - 79 ($),Medium,Mid Level,Sales Executive,Very High,Married,10000 - 10999 ($),12000 - 13999 ($),2-3,Yes,11%,Excellent,Medium,1%,10-20 years,6,Good,10++,2-5 years,2-5 years,10++
28 - 43 (Millennials),Stay,Travel_Rarely,400 - 499 ($),Research & Development,15-19 km,Bachelor,Life Sciences,High,Female,80 - 89 ($),High,Mid Level,Manufacturing Director,Very High,Single,7000 - 7999 ($),18000 - 19999 ($),4-5,Yes,15%,Excellent,Very High,0%,10-20 years,2,Good,2-5 years,2-5 years,2-5 years,2-5 years
12 - 27 (Gen Z),Leave,Travel_Rarely,1400 - 1499 ($),Research & Development,15-19 km,Master,Medical,Low,Male,40 - 49 ($),High,Entry Level,Laboratory Technician,Medium,Divorced,2000 - 2999 ($),14000 - 15999 ($),2-3,Yes,13%,Excellent,Very High,1%,20+ years,2,Better,2-5 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,800 - 899 ($),Research & Development,15-19 km,Bachelor,Life Sciences,Low,Female,80 - 89 ($),Medium,Mid Level,Manufacturing Director,High,Married,10000 - 10999 ($),24000 - 25999 ($),0-1,No,13%,Excellent,Very High,2%,10-20 years,2,Better,10++,10++,10++,10++
44 - 59 (Gen X),Stay,Travel_Rarely,1100 - 1199 ($),Sales,10-14 km,College,Life Sciences,High,Female,80 - 89 ($),High,Junior Level,Sales Executive,Very High,Married,4000 - 4999 ($),14000 - 15999 ($),2-3,No,11%,Excellent,High,1%,10-20 years,2,Good,6-10 years,6-10 years,0-1 years,6-10 years
44 - 59 (Gen X),Stay,Travel_Rarely,500 - 599 ($),Research & Development,0-4 km,Master,Technical Degree,Low,Male,60 - 69 ($),High,Mid Level,Healthcare Representative,Medium,Divorced,7000 - 7999 ($),20000 - 21999 ($),0-1,No,12%,Excellent,Low,3%,6-10 years,4,Better,6-10 years,6-10 years,6-10 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,1200 - 1299 ($),Research & Development,0-4 km,Below College,Medical,Medium,Female,80 - 89 ($),Very High,Junior Level,Healthcare Representative,High,Divorced,6000 - 6999 ($),12000 - 13999 ($),2-3,No,20%,Outstanding,Medium,3%,10-20 years,0,Better,10++,10++,10++,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,600 - 699 ($),Sales,5-9 km,Bachelor,Medical,High,Male,50 - 59 ($),Very High,Junior Level,Sales Executive,Very High,Married,6000 - 6999 ($),10000 - 11999 ($),0-1,No,15%,Excellent,High,2%,6-10 years,4,Best,6-10 years,6-10 years,0-1 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,900 - 999 ($),Research & Development,5-9 km,Bachelor,Medical,High,Female,70 - 79 ($),High,Entry Level,Research Scientist,High,Divorced,2000 - 2999 ($),8000 - 9999 ($),2-3,No,18%,Excellent,Medium,1%,6-10 years,2,Better,2-5 years,2-5 years,2-5 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Frequently,1100 - 1199 ($),Sales,5-9 km,Master,Marketing,Low,Female,60 - 69 ($),High,Mid Level,Sales Executive,Low,Married,9000 - 9999 ($),8000 - 9999 ($),2-3,No,14%,Excellent,Very High,2%,6-10 years,3,Better,2-5 years,2-5 years,2-5 years,2-5 years
44 - 59 (Gen X),Stay,Travel_Frequently,1200 - 1299 ($),Research & Development,15-19 km,Master,Life Sciences,Low,Male,80 - 89 ($),High,Senior Level,Research Director,High,Married,15000 - 15999 ($),20000 - 21999 ($),2-3,Yes,14%,Excellent,Medium,0%,20+ years,3,Better,2-5 years,2-5 years,2-5 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,1300 - 1399 ($),Sales,0-4 km,Master,Life Sciences,High,Female,70 - 79 ($),High,Executive Level,Manager,High,Married,18000 - 18999 ($),12000 - 13999 ($),0-1,No,14%,Excellent,Very High,0%,20+ years,2,Better,10++,10++,0-1 years,10++
44 - 59 (Gen X),Stay,Travel_Frequently,1200 - 1299 ($),Research & Development,5-9 km,Bachelor,Life Sciences,Low,Male,90 - 100 ($),High,Mid Level,Laboratory Technician,Low,Divorced,5000 - 5999 ($),20000 - 21999 ($),0-1,No,18%,Excellent,Low,1%,20+ years,2,Better,10++,6-10 years,6-10 years,10++
44 - 59 (Gen X),Stay,Travel_Rarely,1300 - 1399 ($),Research & Development,0-4 km,Master,Other,Very High,Male,30 - 39 ($),High,Executive Level,Manager,Very High,Married,19000 - 19999 ($),8000 - 9999 ($),2-3,Yes,12%,Excellent,Low,1%,20+ years,2,Best,2-5 years,2-5 years,0-1 years,0-1 years
44 - 59 (Gen X),Stay,Travel_Rarely,1300 - 1399 ($),Research & Development,25-29 km ,Bachelor,Life Sciences,Very High,Female,40 - 49 ($),High,Senior Level,Research Director,Low,Married,16000 - 16999 ($),22000 - 23999 ($),2-3,Yes,11%,Excellent,Medium,0%,20+ years,2,Better,2-5 years,2-5 years,0-1 years,2-5 years
44 - 59 (Gen X),Stay,Non-Travel,200 - 299 ($),Research & Development,20-24 km,College,Life Sciences,Very High,Male,40 - 49 ($),High,Junior Level,Laboratory Technician,Low,Married,3000 - 3999 ($),14000 - 15999 ($),0-1,Yes,15%,Excellent,High,1%,6-10 years,2,Better,6-10 years,6-10 years,0-1 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Frequently,800 - 899 ($),Sales,15-19 km,Doctor,Life Sciences,Medium,Male,70 - 79 ($),High,Mid Level,Sales Executive,Low,Married,9000 - 9999 ($),10000 - 11999 ($),0-1,No,22%,Outstanding,Very High,1%,6-10 years,3,Good,6-10 years,6-10 years,0-1 years,6-10 years
44 - 59 (Gen X),Stay,Travel_Rarely,800 - 899 ($),Research & Development,0-4 km,Bachelor,Life Sciences,Very High,Male,50 - 59 ($),High,Mid Level,Manufacturing Director,Very High,Single,7000 - 7999 ($),18000 - 19999 ($),0-1,No,11%,Excellent,High,0%,10-20 years,2,Better,6-10 years,6-10 years,0-1 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,1300 - 1399 ($),Research & Development,20-24 km,College,Technical Degree,Low,Male,60 - 69 ($),High,Junior Level,Research Scientist,Very High,Divorced,3000 - 3999 ($),24000 - 25999 ($),0-1,No,17%,Excellent,Low,2%,6-10 years,3,Better,6-10 years,6-10 years,2-5 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,500 - 599 ($),Human Resources,0-4 km,Below College,Technical Degree,High,Male,50 - 59 ($),High,Entry Level,Human Resources,High,Divorced,2000 - 2999 ($),24000 - 25999 ($),0-1,Yes,11%,Excellent,High,1%,0-5 years,5,Better,2-5 years,2-5 years,0-1 years,0-1 years
44 - 59 (Gen X),Stay,Travel_Frequently,100 - 199 ($),Research & Development,20-24 km,Bachelor,Medical,Very High,Female,50 - 59 ($),High,Senior Level,Manager,Very High,Divorced,17000 - 17999 ($),2000 - 3999 ($),2-3,No,11%,Excellent,Medium,1%,20+ years,3,Better,10++,10++,2-5 years,6-10 years
12 - 27 (Gen Z),Stay,Travel_Rarely,900 - 999 ($),Research & Development,0-4 km,College,Medical,Very High,Male,90 - 100 ($),Medium,Entry Level,Research Scientist,High,Single,3000 - 3999 ($),10000 - 11999 ($),0-1,No,17%,Excellent,Low,0%,0-5 years,4,Best,2-5 years,2-5 years,0-1 years,0-1 years
28 - 43 (Millennials),Stay,Travel_Rarely,200 - 299 ($),Research & Development,0-4 km,Doctor,Medical,Very High,Male,90 - 100 ($),High,Entry Level,Research Scientist,High,Married,3000 - 3999 ($),20000 - 21999 ($),4-5,Yes,13%,Excellent,Medium,1%,6-10 years,0,Bad,0-1 years,0-1 years,0-1 years,0-1 years
28 - 43 (Millennials),Stay,Travel_Rarely,1100 - 1199 ($),Research & Development,20-24 km,Master,Medical,High,Female,30 - 39 ($),High,Entry Level,Laboratory Technician,Low,Married,4000 - 4999 ($),16000 - 17999 ($),2-3,Yes,15%,Excellent,High,1%,0-5 years,3,Better,2-5 years,2-5 years,2-5 years,2-5 years
28 - 43 (Millennials),Leave,Travel_Rarely,1100 - 1199 ($),Research & Development,0-4 km,Master,Medical,Low,Male,80 - 89 ($),Low,Entry Level,Research Scientist,Very High,Married,3000 - 3999 ($),24000 - 25999 ($),2-3,Yes,13%,Excellent,Very High,0%,20+ years,4,Good,2-5 years,2-5 years,2-5 years,2-5 years
12 - 27 (Gen Z),Stay,Travel_Frequently,600 - 699 ($),Sales,5-9 km,Bachelor,Marketing,Very High,Male,30 - 39 ($),High,Entry Level,Sales Representative,Low,Married,1000 - 1999 ($),26000 - 27999 ($),0-1,No,19%,Excellent,Low,1%,0-5 years,3,Good,0-1 years,0-1 years,0-1 years,0-1 years
44 - 59 (Gen X),Stay,Travel_Rarely,1300 - 1399 ($),Sales,0-4 km,College,Medical,High,Male,40 - 49 ($),High,Senior Level,Manager,High,Divorced,14000 - 14999 ($),12000 - 13999 ($),4-5,No,13%,Excellent,High,1%,20+ years,3,Best,10++,10++,10++,2-5 years
28 - 43 (Millennials),Stay,Travel_Frequently,200 - 299 ($),Research & Development,15-19 km,College,Life Sciences,High,Male,60 - 69 ($),High,Mid Level,Manufacturing Director,Very High,Single,9000 - 9999 ($),18000 - 19999 ($),2-3,No,11%,Excellent,High,0%,6-10 years,2,Better,2-5 years,2-5 years,2-5 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Frequently,1400 - 1499 ($),Research & Development,0-4 km,College,Medical,Very High,Male,30 - 39 ($),High,Entry Level,Laboratory Technician,Medium,Single,2000 - 2999 ($),14000 - 15999 ($),2-3,No,12%,Excellent,High,0%,10-20 years,3,Good,6-10 years,6-10 years,6-10 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,1200 - 1299 ($),Research & Development,5-9 km,Bachelor,Technical Degree,High,Female,50 - 59 ($),High,Mid Level,Healthcare Representative,High,Divorced,10000 - 10999 ($),8000 - 9999 ($),0-1,No,13%,Excellent,Medium,3%,10-20 years,2,Better,10++,10++,10++,6-10 years
44 - 59 (Gen X),Stay,Travel_Rarely,700 - 799 ($),Research & Development,0-4 km,Bachelor,Life Sciences,High,Female,60 - 69 ($),Medium,Senior Level,Manufacturing Director,Very High,Single,13000 - 13999 ($),20000 - 21999 ($),2-3,Yes,13%,Excellent,Low,0%,20+ years,4,Better,2-5 years,2-5 years,2-5 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,300 - 399 ($),Sales,0-4 km,Master,Medical,Very High,Male,90 - 100 ($),High,Junior Level,Sales Executive,Very High,Divorced,5000 - 5999 ($),2000 - 3999 ($),0-1,No,14%,Excellent,High,2%,6-10 years,5,Better,6-10 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,600 - 699 ($),Research & Development,0-4 km,College,Life Sciences,High,Female,90 - 100 ($),High,Entry Level,Laboratory Technician,Low,Married,3000 - 3999 ($),24000 - 25999 ($),2-3,No,17%,Excellent,Very High,1%,6-10 years,5,Good,2-5 years,2-5 years,0-1 years,2-5 years
44 - 59 (Gen X),Stay,Travel_Rarely,1000 - 1099 ($),Research & Development,5-9 km,Doctor,Medical,High,Female,50 - 59 ($),Low,Junior Level,Laboratory Technician,Low,Single,5000 - 5999 ($),22000 - 23999 ($),0-1,Yes,14%,Excellent,Low,0%,6-10 years,3,Better,6-10 years,6-10 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,500 - 599 ($),Research & Development,0-4 km,Bachelor,Technical Degree,Very High,Male,70 - 79 ($),High,Entry Level,Research Scientist,Low,Single,2000 - 2999 ($),10000 - 11999 ($),0-1,No,14%,Excellent,Very High,0%,0-5 years,4,Better,2-5 years,2-5 years,0-1 years,2-5 years
44 - 59 (Gen X),Stay,Travel_Rarely,100 - 199 ($),Sales,5-9 km,Master,Technical Degree,Very High,Male,50 - 59 ($),Medium,Senior Level,Sales Executive,Medium,Married,13000 - 13999 ($),10000 - 11999 ($),4-5,No,17%,Excellent,Medium,1%,20+ years,3,Better,6-10 years,6-10 years,2-5 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,100 - 199 ($),Research & Development,5-9 km,Bachelor,Life Sciences,Medium,Female,50 - 59 ($),Very High,Entry Level,Laboratory Technician,Very High,Married,3000 - 3999 ($),22000 - 23999 ($),2-3,No,12%,Excellent,Medium,0%,20+ years,3,Better,0-1 years,0-1 years,0-1 years,0-1 years
12 - 27 (Gen Z),Stay,Travel_Rarely,400 - 499 ($),Sales,5-9 km,Bachelor,Life Sciences,High,Male,90 - 100 ($),High,Entry Level,Sales Representative,Very High,Divorced,2000 - 2999 ($),24000 - 25999 ($),0-1,Yes,21%,Outstanding,Medium,1%,0-5 years,2,Better,2-5 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Frequently,1300 - 1399 ($),Research & Development,0-4 km,Master,Technical Degree,Very High,Female,70 - 79 ($),Medium,Entry Level,Research Scientist,Low,Single,4000 - 4999 ($),26000 - 27999 ($),0-1,No,16%,Excellent,Very High,0%,6-10 years,2,Better,6-10 years,6-10 years,0-1 years,6-10 years
44 - 59 (Gen X),Stay,Travel_Rarely,900 - 999 ($),Research & Development,5-9 km,Bachelor,Life Sciences,High,Male,50 - 59 ($),Very High,Senior Level,Research Director,High,Married,14000 - 14999 ($),12000 - 13999 ($),2-3,No,19%,Excellent,High,0%,20+ years,3,Better,2-5 years,0-1 years,0-1 years,2-5 years
44 - 59 (Gen X),Stay,Travel_Rarely,800 - 899 ($),Sales,5-9 km,Bachelor,Marketing,Low,Male,70 - 79 ($),High,Senior Level,Sales Executive,Very High,Married,11000 - 11999 ($),22000 - 23999 ($),2-3,No,14%,Excellent,High,1%,20+ years,3,Better,2-5 years,0-1 years,2-5 years,2-5 years
44 - 59 (Gen X),Stay,Non-Travel,300 - 399 ($),Sales,0-4 km,Bachelor,Medical,Medium,Male,50 - 59 ($),High,Senior Level,Manager,Medium,Divorced,16000 - 16999 ($),22000 - 23999 ($),2-3,No,22%,Outstanding,Very High,1%,20+ years,0,Good,10++,6-10 years,10++,10++
44 - 59 (Gen X),Stay,Travel_Rarely,500 - 599 ($),Human Resources,0-4 km,Bachelor,Life Sciences,High,Female,40 - 49 ($),High,Entry Level,Human Resources,Very High,Divorced,3000 - 3999 ($),4000 - 5999 ($),2-3,Yes,18%,Excellent,Low,3%,6-10 years,2,Better,2-5 years,2-5 years,2-5 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,1400 - 1499 ($),Research & Development,10-14 km,Bachelor,Medical,Medium,Female,70 - 79 ($),High,Entry Level,Research Scientist,Medium,Married,3000 - 3999 ($),8000 - 9999 ($),0-1,No,11%,Excellent,Low,1%,6-10 years,2,Bad,6-10 years,2-5 years,6-10 years,6-10 years
28 - 43 (Millennials),Leave,Travel_Frequently,1400 - 1499 ($),Research & Development,0-4 km,Doctor,Life Sciences,High,Female,90 - 100 ($),Very High,Mid Level,Manufacturing Director,Medium,Single,7000 - 7999 ($),8000 - 9999 ($),0-1,No,11%,Excellent,Low,0%,6-10 years,2,Better,6-10 years,6-10 years,2-5 years,6-10 years
28 - 43 (Millennials),Stay,Non-Travel,900 - 999 ($),Research & Development,15-19 km,Master,Technical Degree,Very High,Male,80 - 89 ($),Low,Entry Level,Research Scientist,Low,Married,2000 - 2999 ($),14000 - 15999 ($),0-1,Yes,23%,Outstanding,Medium,1%,20+ years,2,Better,2-5 years,2-5 years,2-5 years,0-1 years
28 - 43 (Millennials),Stay,Travel_Rarely,1300 - 1399 ($),Research & Development,20-24 km,Master,Life Sciences,Medium,Female,50 - 59 ($),Very High,Mid Level,Manufacturing Director,Low,Divorced,9000 - 9999 ($),10000 - 11999 ($),0-1,No,11%,Excellent,High,1%,6-10 years,1,Better,6-10 years,6-10 years,6-10 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,200 - 299 ($),Research & Development,0-4 km,Master,Life Sciences,High,Female,60 - 69 ($),Low,Entry Level,Research Scientist,Very High,Married,2000 - 2999 ($),8000 - 9999 ($),0-1,No,12%,Excellent,Very High,1%,0-5 years,5,Better,2-5 years,2-5 years,0-1 years,0-1 years
12 - 27 (Gen Z),Leave,Travel_Frequently,300 - 399 ($),Research & Development,0-4 km,Bachelor,Life Sciences,Low,Male,50 - 59 ($),High,Entry Level,Research Scientist,Low,Married,2000 - 2999 ($),14000 - 15999 ($),4-5,Yes,14%,Excellent,Medium,1%,6-10 years,2,Better,2-5 years,2-5 years,0-1 years,2-5 years
12 - 27 (Gen Z),Leave,Travel_Rarely,500 - 599 ($),Sales,0-4 km,Bachelor,Medical,High,Female,40 - 49 ($),Medium,Entry Level,Sales Representative,High,Single,2000 - 2999 ($),22000 - 23999 ($),0-1,No,13%,Excellent,Very High,0%,0-5 years,3,Good,2-5 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,800 - 899 ($),Sales,0-4 km,Below College,Life Sciences,Medium,Male,70 - 79 ($),High,Junior Level,Sales Executive,Very High,Single,6000 - 6999 ($),8000 - 9999 ($),2-3,Yes,13%,Excellent,High,0%,6-10 years,2,Best,6-10 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,1000 - 1099 ($),Human Resources,0-4 km,College,Human Resources,Very High,Male,50 - 59 ($),High,Entry Level,Human Resources,Medium,Divorced,2000 - 2999 ($),22000 - 23999 ($),2-3,Yes,11%,Excellent,High,1%,6-10 years,4,Best,2-5 years,2-5 years,0-1 years,2-5 years
12 - 27 (Gen Z),Stay,Travel_Rarely,900 - 999 ($),Research & Development,0-4 km,Bachelor,Technical Degree,Low,Male,80 - 89 ($),High,Entry Level,Laboratory Technician,Very High,Married,3000 - 3999 ($),4000 - 5999 ($),2-3,No,11%,Excellent,Medium,1%,6-10 years,2,Good,2-5 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Rarely,1400 - 1499 ($),Research & Development,5-9 km,Bachelor,Medical,Very High,Female,40 - 49 ($),Medium,Mid Level,Healthcare Representative,Medium,Single,8000 - 8999 ($),16000 - 17999 ($),0-1,No,14%,Excellent,Medium,0%,6-10 years,3,Best,6-10 years,6-10 years,6-10 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,300 - 399 ($),Sales,15-19 km,Bachelor,Life Sciences,Very High,Male,80 - 89 ($),Low,Mid Level,Sales Executive,High,Married,9000 - 9999 ($),2000 - 3999 ($),2-3,No,13%,Excellent,High,1%,6-10 years,2,Bad,2-5 years,2-5 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Frequently,500 - 599 ($),Research & Development,0-4 km,College,Life Sciences,Low,Female,90 - 100 ($),High,Mid Level,Research Director,Very High,Single,13000 - 13999 ($),14000 - 15999 ($),0-1,Yes,12%,Excellent,High,0%,10-20 years,1,Better,10++,10++,6-10 years,10++
44 - 59 (Gen X),Stay,Travel_Rarely,1400 - 1499 ($),Research & Development,25-29 km ,Bachelor,Technical Degree,Medium,Male,50 - 59 ($),High,Mid Level,Manufacturing Director,Very High,Married,9000 - 9999 ($),14000 - 15999 ($),2-3,Yes,18%,Excellent,Very High,2%,6-10 years,4,Best,2-5 years,0-1 years,0-1 years,2-5 years
28 - 43 (Millennials),Stay,Travel_Frequently,900 - 999 ($),Research & Development,25-29 km ,College,Medical,High,Female,90 - 100 ($),Medium,Junior Level,Research Scientist,Very High,Married,4000 - 4999 ($),20000 - 21999 ($),2-3,Yes,13%,Excellent,Very High,1%,10-20 years,3,Bad,0-1 years,0-1 years,0-1 years,0-1 years
28 - 43 (Millennials),Stay,Non-Travel,300 - 399 ($),Research & Development,5-9 km,Bachelor,Medical,Medium,Male,70 - 79 ($),High,Junior Level,Manufacturing Director,Low,Single,9000 - 9999 ($),2000 - 3999 ($),0-1,No,19%,Excellent,Medium,0%,6-10 years,2,Better,6-10 years,2-5 years,0-1 years,6-10 years
12 - 27 (Gen Z),Stay,Travel_Rarely,200 - 299 ($),Research & Development,10-14 km,Bachelor,Medical,Low,Female,40 - 49 ($),High,Entry Level,Research Scientist,Medium,Married,2000 - 2999 ($),24000 - 25999 ($),0-1,No,13%,Excellent,Very High,1%,0-5 years,1,Better,2-5 years,0-1 years,0-1 years,2-5 years
28 - 43 (Millennials),Leave,Travel_Rarely,1100 - 1199 ($),Research & Development,25-29 km ,Below College,Medical,Medium,Male,70 - 79 ($),High,Junior Level,Healthcare Representative,Low,Married,6000 - 6999 ($),10000 - 11999 ($),4-5,Yes,19%,Excellent,Medium,0%,10-20 years,2,Better,0-1 years,0-1 years,0-1 years,0-1 years
28 - 43 (Millennials),Stay,Travel_Rarely,1300 - 1399 ($),Research & Development,5-9 km,Master,Medical,Medium,Male,40 - 49 ($),High,Junior Level,Research Scientist,High,Single,5000 - 5999 ($),18000 - 19999 ($),0-1,No,19%,Excellent,Medium,0%,6-10 years,5,Better,6-10 years,6-10 years,0-1 years,6-10 years
28 - 43 (Millennials),Stay,Travel_Rarely,700 - 799 ($),Research & Development,5-9 km,Master,Other,Medium,Male,50 - 59 ($),Medium,Senior Level,Research Director,Very High,Divorced,16000 - 16999 ($),2000 - 3999 ($),2-3,Yes,14%,Excellent,High,1%,20+ years,3,Good,0-1 years,0-1 years,0-1 years,0-1 years
28 - 43 (Millennials),Stay,Travel_Rarely,500 - 599 ($),Research & Development,5-9 km,Bachelor,Life Sciences,High,Male,90 - 100 ($),Very High,Entry Level,Research Scientist,High,Married,2000 - 2999 ($),22000 - 23999 ($),4-5,No,18%,Excellent,Low,2%,20+ years,2,Good,0-1 years,0-1 years,0-1 years,0-1 years
